"Wave_time","State","StateFIPS","Start_Date","End_Date","N_state","Go to work","Go to the gym","Go visit a friend","Go to a cafe, bar, or restaurant","Go to a doctor or visit a hospital","Go to church or another place of worship","Take mass transit (e.g. subway, bus or train)","Avoiding contact with other people","Avoiding public or crowded places","Frequently washing hands","Wearing a face mask when outside of your home","Been in a room with someone outside of 
 household in the past 24 hours","Yes, 5-10 people","Yes, 11-50 people","Yes, 50 or more people"
"January22","North Carolina",37,2021-12-22,2022-01-24,620,31.02,8.41,23.27,19.09,13.36,10.11,2.4,37.37,43.83,66.42,61.91,49.27,11.87,7.21,1.71
"January22","North Dakota",38,2021-12-22,2022-01-24,421,38.55,5.7,18.23,21.76,10.02,9.16,1.86,18.09,23.95,57.13,22.97,56.97,17.44,7.13,4.14
"January22","Nebraska",31,2021-12-22,2022-01-24,399,33.78,6.93,26.26,21.24,11.96,11.42,3.23,21.64,29.88,60.08,38.35,52.91,12.68,8.86,2.79
"January22","New Hampshire",33,2021-12-22,2022-01-24,342,39.73,9.65,25.19,22.04,10.24,7.14,1.94,33.86,47.97,65.59,62.32,49.74,14.41,5.67,2.44
"January22","New Jersey",34,2021-12-22,2022-01-24,534,34.24,8.8,15.83,17,10.08,7.53,5.44,42.25,55.74,67.07,70.59,41.83,11.15,5.89,1.93
"January22","New Mexico",35,2021-12-22,2022-01-24,448,35.44,8.22,22.46,23.7,12.32,7.82,1.76,37.78,44.46,62.78,63.58,46.21,11.9,4.02,2.43
"January22","Nevada",32,2021-12-22,2022-01-24,447,33.13,13.59,20.7,24.16,8.99,6.4,5.23,36,43.28,65.17,73.96,48.79,11.52,8.56,3.69
"January22","New York",36,2021-12-22,2022-01-24,1046,29.84,7.56,19.71,13.19,11.22,5.89,12.45,43.79,53,67.88,77.66,46.83,12.59,4.36,2.1
"January22","Ohio",39,2021-12-22,2022-01-24,563,32.26,7.84,21.98,14.79,9.53,11.58,1.26,32.25,40.87,63.89,45.32,57.26,16.45,4.84,5.04
"January22","Oklahoma",40,2021-12-22,2022-01-24,445,33.16,8.36,23.48,27.07,10.87,10.35,1.8,27.97,37.87,63.64,41.02,56.69,18.78,6.76,5.03
"January22","Oregon",41,2021-12-22,2022-01-24,456,31.29,5.87,18.25,20.96,8.82,3.96,6.7,34.87,40.9,60.36,67.68,49.38,11.13,6.34,2.15
"January22","Pennsylvania",42,2021-12-22,2022-01-24,616,29.63,5.74,17.95,17.63,11.74,7.83,5.11,34.3,42.25,65.03,55.17,51.37,15.2,6.92,3.62
"January22","Rhode Island",44,2021-12-22,2022-01-24,436,27.93,6.85,15.85,19.07,11.42,4.35,3.47,42.2,48.83,68.46,67.11,48.43,11.72,5.01,2.36
"January22","South Carolina",45,2021-12-22,2022-01-24,445,31.5,8.88,24.24,18.74,14.6,8.01,1.17,36.39,42.87,63.49,46.78,48.14,11.63,5.83,2.96
"January22","South Dakota",46,2021-12-22,2022-01-24,420,41.58,7.9,22.27,23.64,12.55,16.36,2.93,20.85,28.06,52.29,28.2,61.52,18.99,10.74,4.53
"January22","Tennessee",47,2021-12-22,2022-01-24,494,30.7,5.69,21.67,19.63,11.25,12.04,1.66,30.68,39.08,64.5,46.92,49.44,14.66,3.58,2.14
"January22","Texas",48,2021-12-22,2022-01-24,792,35.75,9.93,22.24,24.45,9.48,10.79,3.17,36.24,47.16,64.2,56.98,46.65,13.41,4.61,2.38
"January22","Utah",49,2021-12-22,2022-01-24,412,39.03,8.53,29.17,21.63,10.59,14.59,4.57,31.17,37.61,60.52,42.98,53.27,9.06,6.06,7.91
"January22","Virginia",51,2021-12-22,2022-01-24,523,30.63,8.81,17.61,18.53,12.64,7.95,3.15,33.77,40.14,65.4,60.26,50.51,15.57,5.21,3.63
"January22","Vermont",50,2021-12-22,2022-01-24,356,31.91,5.6,17.53,12.86,7.69,2.55,1.77,35.63,43.09,57,61.08,48.82,7.26,4.49,1.5
"January22","Washington",53,2021-12-22,2022-01-24,522,33.64,6.61,21.59,17.03,8.44,5.21,6.52,35.87,44.07,60.18,74.67,46.06,9.2,5.96,2.25
"January22","Wisconsin",55,2021-12-22,2022-01-24,466,33.28,5.73,21.87,16.75,7.94,8.26,2.21,22.15,36.34,61.3,42.47,52.92,12.54,8.01,4.7
"January22","West Virginia",54,2021-12-22,2022-01-24,404,30.63,4.23,21.55,14.27,10.7,7.64,0.51,29.24,40.07,58.93,44.89,45.58,11.64,3.83,4.34
"January22","Wyoming",56,2021-12-22,2022-01-24,391,46.61,9.32,33.36,23.96,9.17,8.8,0.33,20.5,27.5,50.1,24.21,66.11,20.83,8.53,3.76
"March22","United States",NA,2022-03-02,2022-04-09,23376,40.72,12.82,25.11,27.55,14.78,10.46,5.26,21.81,28.57,59.94,39.68,56.59,14.33,9.7,5.54
"March22","Alaska",2,2022-03-02,2022-04-09,290,37.03,10.79,27.32,28.37,14.83,6.85,3.82,25.8,31.58,61.17,33.29,53.41,8.49,7.7,3.64
"March22","Alabama",1,2022-03-02,2022-04-09,443,36.71,9.94,29.12,27.29,20.78,15.18,1.79,26.56,31.83,68.09,38.15,54.54,14.24,7.17,7.09
"March22","Arkansas",5,2022-03-02,2022-04-09,379,40.39,9.5,26.6,25.68,15.95,12.99,2.33,19.93,27.76,60.75,28.74,53.89,12.59,10.19,3.82
"March22","Arizona",4,2022-03-02,2022-04-09,494,41.6,12.8,24.56,29.46,14.24,6.59,5.72,18.62,24.35,58.5,40.41,51.36,10.43,8.36,5.92
"March22","California",6,2022-03-02,2022-04-09,946,39.97,14.55,21.57,30.99,14.73,10.2,6.96,26.55,28.55,63.35,53.77,51.6,14.94,7.81,4.37
"March22","Colorado",8,2022-03-02,2022-04-09,466,45.45,14,27.5,32.72,16.03,9.16,4.91,15.38,18.7,60.11,30.73,62.23,14.84,12.93,6.07
"March22","Connecticut",9,2022-03-02,2022-04-09,427,43.55,17.11,30.19,29,18.87,8.33,2.72,21.95,28.08,62.4,44.7,65.7,19.35,11.08,2.76
"March22","District of Columbia",11,2022-03-02,2022-04-09,249,40.8,19.04,26.92,30.34,12.49,9.86,25.61,31.72,37.05,63.56,62.07,62.11,15.22,8.55,6.08
"March22","Delaware",10,2022-03-02,2022-04-09,417,41.54,10.4,18.56,24.61,12.14,6.25,2.49,26.94,33.31,63.14,44.07,51.11,16.43,10.2,3.26
"March22","Florida",12,2022-03-02,2022-04-09,579,36.08,10.23,24.91,27.4,13.95,12.04,2.21,25.02,32.17,59.22,41.68,49.93,10.08,6.59,4.3
"March22","Georgia",13,2022-03-02,2022-04-09,501,39.51,13.06,19.38,25.14,16.18,11.37,5.02,23.4,33.87,63.94,44.6,53.39,11.56,8.7,6.04
"March22","Hawaii",15,2022-03-02,2022-04-09,432,44.21,11.74,21.95,22.36,19.51,9.39,6.25,26.2,36.01,64.64,62.6,52.39,13.97,10.87,3.75
"March22","Iowa",19,2022-03-02,2022-04-09,415,42.43,11.5,29.39,28.42,11.24,12.85,2.29,13.52,18.48,52.41,25.07,59.96,14.42,14.27,5.62
"March22","Idaho",16,2022-03-02,2022-04-09,417,43.46,13.58,27.53,26.35,16.52,9.18,2,16.59,20.25,60.47,21.01,58.19,13.2,10.68,6.4
"March22","Illinois",17,2022-03-02,2022-04-09,599,40.31,13.5,28.08,27.28,15.31,9.61,6.25,24.13,29.65,57.64,45.61,55.18,14.79,9.81,5.95
"March22","Indiana",18,2022-03-02,2022-04-09,472,37.34,11.7,24.45,30.38,16.28,13.19,3.28,15.5,25.16,61.13,28.28,56.03,13.97,8.53,5.21
"March22","Kansas",20,2022-03-02,2022-04-09,383,42.34,16.14,27.87,32.07,13.83,11.44,3.1,17.81,22.51,56.41,29.4,64.27,15.04,15.53,6.38
"March22","Kentucky",21,2022-03-02,2022-04-09,449,33.42,8.06,25.78,26.12,18.16,15.21,3.49,18.91,26.22,57.5,34.15,53.99,12.93,9.87,3.83
"March22","Louisiana",22,2022-03-02,2022-04-09,381,38.65,9.74,28.43,23.4,16.98,12.45,1.7,23.48,30.82,63.2,43.56,55.22,11.85,9.47,4.61
"March22","Massachusetts",25,2022-03-02,2022-04-09,498,40.95,13.57,27.2,25.45,18.12,6.13,10.45,19.88,28.73,56.72,43.59,57.54,14.11,8.44,6.17
"March22","Maryland",24,2022-03-02,2022-04-09,450,40.96,15.7,22.47,25.33,13.01,11.2,4.83,28.39,36.37,65.85,58.74,53.9,16.75,12.77,4.71
"March22","Maine",23,2022-03-02,2022-04-09,433,38.11,6.37,21.3,19.82,14.86,3.84,1.75,15.93,28.92,61.53,30.97,55.74,11.42,9.18,4.31
"March22","Michigan",26,2022-03-02,2022-04-09,587,39.27,8.02,26.53,27.72,17.12,10.31,2.87,18.54,24.61,54.09,32.99,57.32,15.07,8.79,6.06
"March22","Minnesota",27,2022-03-02,2022-04-09,476,39.87,11.31,28.41,26.7,12.54,10.19,4.08,16.11,21.52,52.82,27.99,59.75,11.6,11.58,5.82
"March22","Missouri",29,2022-03-02,2022-04-09,493,41.94,8.92,26.28,27.79,14.79,12.56,4.6,20.17,27.05,60.04,29.27,57.51,16.63,8.8,5.95
"March22","Mississippi",28,2022-03-02,2022-04-09,407,39.11,10.75,30.45,30.13,18.4,14.93,1.1,24.57,32.68,62.99,39.25,57.63,11.84,6.96,6.26
"March22","Montana",30,2022-03-02,2022-04-09,387,47.53,13.17,24.16,28.51,13.84,7.1,2.44,15.03,23.88,54.92,17.47,63.97,17.47,16.32,6.25
"March22","North Carolina",37,2022-03-02,2022-04-09,526,40.42,13.27,26.92,29.74,17.44,17.51,2.8,24.4,30.57,66.43,44.76,54.01,12.38,11.19,6.29
"March22","North Dakota",38,2022-03-02,2022-04-09,335,47.65,7.32,24.73,29.69,11.76,11.92,4.5,14.95,21.28,50.38,22.1,66.03,22.9,12.03,6.41
"March22","Nebraska",31,2022-03-02,2022-04-09,412,47.3,12.05,27.2,26.17,12.13,11.28,1.1,12.29,21.03,57.51,22.67,61.4,14.63,11.94,9.69
"March22","New Hampshire",33,2022-03-02,2022-04-09,380,45.14,15.37,25.42,24,9,4.27,2,17.35,25.69,54.1,27.8,62.35,17.49,9.8,4.72
"March22","New Jersey",34,2022-03-02,2022-04-09,490,45.03,14.11,25.23,26.16,15.12,7.71,7.85,28.02,31.75,60.71,46.92,57.99,12.35,10.28,6.09
"March22","New Mexico",35,2022-03-02,2022-04-09,384,37.75,11.9,27.16,26.38,20.19,9.9,3.9,25.26,28.53,64.29,39.84,52.75,15.75,9.64,3.44
"March22","Nevada",32,2022-03-02,2022-04-09,407,40.94,10.86,24.28,22.22,10.99,4.47,3.54,21.83,26.35,58.34,37.27,51.47,11.56,9.53,2.95
"March22","New York",36,2022-03-02,2022-04-09,777,37.5,11.23,21.31,22.24,13.5,8.89,15.14,25.95,32.96,62.12,49.81,54.38,12.77,7.94,4.39
"March22","Ohio",39,2022-03-02,2022-04-09,542,39.75,11.55,21.68,23.69,11.06,10.38,4.09,22.97,30.82,57.59,37.4,52.06,11.62,9.02,5.98
"March22","Oklahoma",40,2022-03-02,2022-04-09,415,40.17,13.53,27.62,29.51,14.26,9.16,2.57,20.55,29.13,58.7,26.41,55.85,13.75,11.19,7.96
"March22","Oregon",41,2022-03-02,2022-04-09,471,37.25,11.76,25.19,26.32,14.07,6.98,7.07,24.23,32.96,50.2,45.02,51.95,12.85,8.1,3.05
"March22","Pennsylvania",42,2022-03-02,2022-04-09,540,42.35,11.11,26.67,23.1,19.01,10.76,7.72,18.62,24.99,56.42,34.63,56.94,15.82,11.31,5.62
"March22","Rhode Island",44,2022-03-02,2022-04-09,398,37.51,14.01,19.08,24.39,15.05,6.3,5.17,27.29,32.86,60.71,39.5,59.34,14.34,10.72,4.74
"March22","South Carolina",45,2022-03-02,2022-04-09,412,43.82,10.38,26.18,29.34,13.73,12.48,0.88,21.05,30.58,64.8,36.94,53.58,11.79,9.55,3.56
"March22","South Dakota",46,2022-03-02,2022-04-09,381,41.95,12.08,27.93,28.26,12.66,16.08,1.07,14.53,23.96,55.68,19.67,62.23,14.85,11.85,11.89
"March22","Tennessee",47,2022-03-02,2022-04-09,506,39.65,10.14,27.43,31.54,16.75,13.25,0.77,23.42,31.11,59.69,36.07,55.64,12.7,10.08,4.9
"March22","Texas",48,2022-03-02,2022-04-09,634,41.03,10.69,25.52,28.18,14.24,11.94,3.64,20.97,28.47,60.87,42.12,53.73,13.22,7.91,6.75
"March22","Utah",49,2022-03-02,2022-04-09,402,47.68,16.71,31.42,27.33,13.79,16.65,7.09,13.41,18.09,59.2,20.33,67.51,15.68,11.15,10.06
"March22","Virginia",51,2022-03-02,2022-04-09,508,38.82,12.92,25.89,24.8,14.47,9.18,5.09,24.9,30.58,63.14,48.18,52.55,12.5,9.56,6.11
"March22","Vermont",50,2022-03-02,2022-04-09,307,41.26,10.22,22.99,17.7,15,5.59,3.84,26.42,32.51,49.11,38.36,61.52,17.92,6.56,3.71
"March22","Washington",53,2022-03-02,2022-04-09,499,37.85,12.42,23.14,26.08,11.9,8.57,8.6,25.49,31.84,54.15,47.12,54.63,13.53,9.38,6.57
"March22","Wisconsin",55,2022-03-02,2022-04-09,496,39.3,9.62,28.83,32.22,15.78,10.26,2.57,17.42,23.66,53.7,28.96,62.62,20.83,9.05,4.84
"March22","West Virginia",54,2022-03-02,2022-04-09,389,36.07,5.79,29.15,18.17,16.89,7.79,1.95,13.32,21.88,58.12,30.83,64.78,13.84,7.22,5.75
"March22","Wyoming",56,2022-03-02,2022-04-09,295,42.32,9.53,29.86,32.84,13.47,9.04,3.65,15.31,16.64,47.92,11.43,61.76,16.75,11.5,3.88
"June22","United States",NA,2022-06-08,2022-07-05,24625,38.8,11.99,26.58,27.73,13.4,9.93,5.38,22.19,28.16,58.8,32.32,56.15,14.81,8.89,5.04
"June22","Alaska",2,2022-06-08,2022-07-05,243,40.13,8.99,32.77,28.14,16.97,14.39,8.23,12.29,15.46,50.45,19.98,63.93,17.31,10.04,9.6
"June22","Alabama",1,2022-06-08,2022-07-05,465,44.22,13.23,30.92,30.01,14.96,13.09,1.6,16.55,23.64,58.72,26,56.24,18.76,7.35,4.14
"June22","Arkansas",5,2022-06-08,2022-07-05,412,40.77,12.27,29.92,24.91,15.72,11.42,1.16,19.46,25.59,58.66,23.62,56.43,12.69,8.45,5.79
"June22","Arizona",4,2022-06-08,2022-07-05,548,38.59,12.97,27.44,29.31,13.69,6.74,5.54,22.57,25.67,58.27,28.53,52.21,12.97,8.78,4.86
"June22","California",6,2022-06-08,2022-07-05,1027,44.41,11.89,23.19,27.73,13.34,7.63,6.64,32.06,38.59,63.48,45.26,46.49,12.35,7.72,4.68
"June22","Colorado",8,2022-06-08,2022-07-05,474,44.73,14.42,29.29,29.91,13.87,9.5,6.07,19.08,25.04,53.58,30.57,63.75,18.6,8.86,3.33
"June22","Connecticut",9,2022-06-08,2022-07-05,463,38.01,11.56,30.46,25.94,12.91,4.76,7.39,19.11,26.16,55.92,32.51,59.65,13.58,9.76,7.09
"June22","District of Columbia",11,2022-06-08,2022-07-05,339,35.44,18.74,25.05,28.17,7.1,6.55,22.72,33.84,36.07,67.6,57.68,65.2,19.6,7,6.52
"June22","Delaware",10,2022-06-08,2022-07-05,381,31.53,7.91,17.06,21.19,9.79,5.53,5.57,21.07,28.9,61.54,30.95,48.51,11.67,5.79,3.38
"June22","Florida",12,2022-06-08,2022-07-05,610,40,14.73,24.43,28.75,16.5,10.74,4.46,25.06,31.39,64.5,36.08,50.46,13.69,8.97,4.03
"June22","Georgia",13,2022-06-08,2022-07-05,556,36.41,11.22,24.49,28.75,14.69,13.57,2.13,28.74,33.4,57.22,38.72,50.52,12.99,6.65,4.57
"June22","Hawaii",15,2022-06-08,2022-07-05,401,34.68,10.47,19.86,21.97,8.02,6.15,3.59,24.1,32.34,62.87,50.51,47.56,13.69,6.47,3.11
"June22","Iowa",19,2022-06-08,2022-07-05,438,41.27,9.9,29.1,34.32,12.41,9.13,1.81,14.53,18.34,47.41,17.77,64.42,18.02,11.42,6.52
"June22","Idaho",16,2022-06-08,2022-07-05,429,39.4,12.67,25.21,24.84,12.11,10.44,2.64,15.06,19.27,53.94,14.86,56.69,15.98,9.54,3.29
"June22","Illinois",17,2022-06-08,2022-07-05,660,37.76,15.79,26.86,27.1,14.45,6.53,9.12,24.58,31.66,57.96,37.58,54.2,15,8.73,5.11
"June22","Indiana",18,2022-06-08,2022-07-05,499,45.64,9.24,29.42,29.24,12.83,11.53,1.8,19.87,25.61,58.68,24.78,54.77,11.45,8.37,7.32
"June22","Kansas",20,2022-06-08,2022-07-05,421,40.86,6.34,32.15,34.09,13.48,17.03,4.8,14.81,17.91,53.74,15,62.63,15.87,16.45,4.24
"June22","Kentucky",21,2022-06-08,2022-07-05,477,38.95,9.54,29.47,24.08,16,11.14,2.06,23.7,29.77,62.89,30.52,53.87,13.25,8.33,6.75
"June22","Louisiana",22,2022-06-08,2022-07-05,431,40.87,7.02,27.34,24.03,12.12,15.53,2.84,24.53,29.83,55.9,29.32,56.99,13.6,7.2,6.32
"June22","Massachusetts",25,2022-06-08,2022-07-05,499,37.24,12.17,34.5,31.84,15.82,5.26,8.97,23.37,30.26,56.62,36.46,51.99,11.81,10.83,5.06
"June22","Maryland",24,2022-06-08,2022-07-05,531,33.47,11.99,21.23,26.78,14.41,10.3,9.54,29.39,36.34,62.98,45.53,53.74,15.21,11.28,3.16
"June22","Maine",23,2022-06-08,2022-07-05,408,34.36,7.47,20.23,19.06,14.59,6.24,2.21,19.12,24.01,57.82,23.47,54.81,14.08,9.81,2.77
"June22","Michigan",26,2022-06-08,2022-07-05,623,38.35,8.49,29.56,29.03,16.07,10.85,2.62,20.56,25.77,57.42,25.37,58.31,15.02,8.61,7.85
"June22","Minnesota",27,2022-06-08,2022-07-05,521,39.55,11.29,32.45,35.17,12.51,11.31,3.77,13.27,21.54,53.36,21.66,63.28,19.02,8.93,5.7
"June22","Missouri",29,2022-06-08,2022-07-05,509,38.03,8.04,26.94,24.95,12.93,9.62,3.4,15.53,21.9,53.5,23.27,57.78,14.96,9,5.1
"June22","Mississippi",28,2022-06-08,2022-07-05,405,38.16,9.61,32.98,26.65,20.95,13.79,1.49,27.16,31.08,60.1,36.26,57.55,14.03,9.98,3.2
"June22","Montana",30,2022-06-08,2022-07-05,318,40.77,9.8,30.17,31.42,13.1,8.09,0.78,12.61,16.55,48.41,11.59,63.4,20.98,13.18,5.16
"June22","North Carolina",37,2022-06-08,2022-07-05,624,36.81,10.21,25.21,29.9,13.18,10.91,3.62,26.67,31.92,62.39,36.27,54,12.58,7.36,4.49
"June22","North Dakota",38,2022-06-08,2022-07-05,359,47.15,5.75,30.31,33.98,14.44,10.09,2.73,8.6,13.16,47.03,8.82,66.18,23.91,10.17,5.36
"June22","Nebraska",31,2022-06-08,2022-07-05,422,38.36,9.28,25.32,24.54,10.74,15.01,1.16,16.93,20.89,52.07,19.71,62.84,15.33,11.36,8.53
"June22","New Hampshire",33,2022-06-08,2022-07-05,387,34.56,8.16,28.44,27.67,13.62,6.8,1.14,21.68,29.58,57.65,34.25,54.48,17.31,9.05,4.37
"June22","New Jersey",34,2022-06-08,2022-07-05,526,40.21,16.78,26.88,27.09,14.15,7.57,8.05,24.03,28.15,59.51,40.87,56,12.34,9.54,4.58
"June22","New Mexico",35,2022-06-08,2022-07-05,449,33.98,11.32,21.92,24.46,12.33,10.6,3.95,24.14,28.49,62.16,29.37,56.6,15.65,8.69,3.57
"June22","Nevada",32,2022-06-08,2022-07-05,446,35.48,11.96,28.87,27.99,10.81,7.47,3.35,22.54,27.71,61.23,31.18,57.2,16.29,9.97,7.47
"June22","New York",36,2022-06-08,2022-07-05,952,37.21,12.59,26.93,25.1,14.67,8.2,15.83,29.97,35.46,62.92,46.59,52.16,12.26,8.93,4.79
"June22","Ohio",39,2022-06-08,2022-07-05,561,40.14,10.09,27.42,26.07,14,9.08,3.82,23.32,28.73,57.77,31.92,54.54,14.31,6.94,4.16
"June22","Oklahoma",40,2022-06-08,2022-07-05,436,41.41,7.65,24.78,29.01,12.41,11.79,2.87,18.08,26.71,57.23,22.1,59.21,13.68,10.12,4.87
"June22","Oregon",41,2022-06-08,2022-07-05,490,38.82,10.59,30.11,27.79,14.14,7.1,7.36,20.02,29.29,55.08,33.08,57.62,15.64,6.88,4.57
"June22","Pennsylvania",42,2022-06-08,2022-07-05,587,35.18,10.92,25.96,28.67,13.04,11.22,6.21,15.37,23.32,50.59,26.07,55.92,12.9,10.67,6.94
"June22","Rhode Island",44,2022-06-08,2022-07-05,365,40.32,10.28,24.06,20.46,12.15,4.13,5.98,18.14,28.48,56.25,23.15,53.94,17.54,6.87,4.8
"June22","South Carolina",45,2022-06-08,2022-07-05,471,40.01,8.14,28.74,32.86,15.75,12.28,1.45,24.22,31.09,66.2,30.63,57.43,15.74,7.88,4.41
"June22","South Dakota",46,2022-06-08,2022-07-05,279,33.36,6.2,24.1,21.44,12.61,12.06,2.65,7.8,22.41,48.1,11.88,63.44,18.97,8.58,5.18
"June22","Tennessee",47,2022-06-08,2022-07-05,511,38.62,9.77,30.11,26.33,15.26,12.92,1.3,18.45,24.43,59.89,25.36,53.49,12.09,7.5,4.96
"June22","Texas",48,2022-06-08,2022-07-05,653,41.66,12.32,22.41,28.42,17.88,9.9,3.7,24.91,29.21,61.49,34.87,55.48,16.07,8.35,3.34
"June22","Utah",49,2022-06-08,2022-07-05,431,47.63,11.88,29.9,26.9,15.38,19.15,6.08,21.21,25.11,56.75,23.29,60.57,17.47,9.22,8.88
"June22","Virginia",51,2022-06-08,2022-07-05,558,40,12.25,25.45,26.23,11.15,10.3,4.62,26.6,31.81,58.47,41.18,50.01,13.26,8.24,4.47
"June22","Vermont",50,2022-06-08,2022-07-05,273,34.59,10.94,21.86,24.39,13.38,6.11,5.36,12.45,20.87,48.77,22.73,55.35,20.47,8.32,2.37
"June22","Washington",53,2022-06-08,2022-07-05,559,39.01,11.92,29.87,26.25,12.9,7.07,10.59,18.89,27.83,57.64,31.05,59.43,15.8,7.35,5.24
"June22","Wisconsin",55,2022-06-08,2022-07-05,519,41.58,10,31.2,29.83,14.76,7.85,4.12,16.25,23.44,50.76,20.47,64.51,16.97,10.22,5.91
"June22","West Virginia",54,2022-06-08,2022-07-05,408,34.57,5.35,31.9,26.72,17.35,10.24,2.98,16.57,23.17,53.99,22,54.2,13.65,7.23,2.5
"June22","Wyoming",56,2022-06-08,2022-07-05,271,36.8,8,26.56,26.64,8.95,6.11,1.45,9.15,15.67,46.45,12.09,59.77,17.88,8.63,3.69
"August22","United States",NA,2022-08-11,2022-09-11,26557,41.51,12.43,26.52,28.4,14.01,10.67,5.9,21.84,28.16,58.76,29.66,57.82,14.95,8.96,5.43
"August22","Alaska",2,2022-08-11,2022-09-11,354,49.97,10.62,30.5,29.04,15.34,9.32,6.6,15.06,21.12,46.01,21.38,65.96,17.2,11.64,4.96
"August22","Alabama",1,2022-08-11,2022-09-11,464,42.34,12.43,28.08,26.94,17.11,14.97,1.89,19.05,27.11,58.88,28.45,62.37,15.84,9.51,8.69
"August22","Arkansas",5,2022-08-11,2022-09-11,412,47.37,8.29,28.44,25.21,17.03,11.78,3.05,22.29,29.17,54.5,20.37,57.38,11.29,8.53,6.8
"August22","Arizona",4,2022-08-11,2022-09-11,532,42.14,15.79,29.02,29.78,17.53,8.91,5.6,22.6,28.88,60.25,28.95,54.69,15.09,7.97,4.02
"August22","California",6,2022-08-11,2022-09-11,1367,43.13,14.63,24.16,30.64,14.01,9.55,7.43,28.79,35.55,64.89,43.73,49.27,12.38,7.07,4.93
"August22","Colorado",8,2022-08-11,2022-09-11,430,46.33,14.54,26.31,32.82,16.69,12.27,7.28,19.77,26.43,57.79,18.97,62.96,16.82,11.78,5.76
"August22","Connecticut",9,2022-08-11,2022-09-11,419,41.24,16.23,30.7,29.78,15,8.59,8.03,23.36,27.44,62.07,32.87,61.34,18.14,8.11,3.41
"August22","District of Columbia",11,2022-08-11,2022-09-11,362,41.57,17.63,25.55,26.51,11.04,6.23,19,25.98,29.52,59.76,40.97,57.54,19.49,7.88,4.22
"August22","Delaware",10,2022-08-11,2022-09-11,423,37.15,14.11,21.21,25.09,13.11,8.98,4.79,24.7,32.18,60.15,36.14,52.98,14.36,7.68,4.23
"August22","Florida",12,2022-08-11,2022-09-11,1002,42.07,12.64,22.39,28.1,16.29,11.05,7.45,21.34,26.87,60.52,29.58,54.63,13.91,8.51,5.68
"August22","Georgia",13,2022-08-11,2022-09-11,649,44.87,10.45,29.83,26.68,15.02,10.26,4.05,28.6,35.63,59.6,36.24,55.4,16.51,6.03,4.56
"August22","Hawaii",15,2022-08-11,2022-09-11,383,45.01,9.04,25.68,27.29,13.64,7.16,9.02,27.28,32.86,62.98,43,54.77,15.47,9.71,2.91
"August22","Iowa",19,2022-08-11,2022-09-11,437,46.09,9.11,32.41,35.12,19.21,13.35,5.28,13.52,19.62,56.03,17.95,65.24,19.96,9.93,6.31
"August22","Idaho",16,2022-08-11,2022-09-11,428,41.08,9.52,21.87,26.45,13.45,8.83,2.51,15.97,18.18,50.73,13.18,59.32,16.31,8.51,5.98
"August22","Illinois",17,2022-08-11,2022-09-11,686,43.49,12.82,24.91,32.43,11.99,9.09,6.87,20.02,28.8,57.1,27.54,53.65,16.84,7.55,4.63
"August22","Indiana",18,2022-08-11,2022-09-11,508,40.02,9.09,24.07,30.78,15.55,9.37,2.16,20.68,26.34,54.79,19.42,58.08,17.72,8.79,5.42
"August22","Kansas",20,2022-08-11,2022-09-11,408,47.99,11.28,31.99,31.66,13.32,12.59,4.43,15.77,23.57,56.04,20.61,64.07,15.75,8.9,5.25
"August22","Kentucky",21,2022-08-11,2022-09-11,440,43.7,10.77,30.21,26.16,15.94,11.53,3.46,27.69,27.85,60.13,29.36,57.56,16.62,8.07,4.58
"August22","Louisiana",22,2022-08-11,2022-09-11,408,42.87,15.01,34.19,23.19,16.34,21.62,2.22,20.13,29.02,60.5,28.97,60.39,15.28,6.61,6.93
"August22","Massachusetts",25,2022-08-11,2022-09-11,542,38.47,19.77,30.87,29.06,16.64,7.26,8.16,24.35,31.52,53.24,34.01,54.12,13.9,8.05,3.65
"August22","Maryland",24,2022-08-11,2022-09-11,530,39.96,11.22,24.71,23.36,13.62,9.72,6.64,32.03,35.95,66,42.93,54.54,12.54,7.17,4.98
"August22","Maine",23,2022-08-11,2022-09-11,463,33.47,6.04,20.79,19.28,11.74,5.15,2.77,17.51,27.15,58.74,22.23,53.76,12.17,7.98,5.36
"August22","Michigan",26,2022-08-11,2022-09-11,557,34.1,7.86,24.91,26.79,13.44,11.99,3.98,24.31,31.35,59.77,27.92,51.51,12.41,10.44,4.03
"August22","Minnesota",27,2022-08-11,2022-09-11,433,45.87,11.88,31.89,33.31,18.94,9.65,6.94,15.12,19.96,47.95,19.07,66.22,18.2,9.07,5.18
"August22","Missouri",29,2022-08-11,2022-09-11,537,38.34,8.31,29.7,24.33,16.21,9.15,4.13,19.09,22.66,58.71,22.22,60.4,15.58,8.1,6
"August22","Mississippi",28,2022-08-11,2022-09-11,433,42.36,10.08,26.88,26.83,15.23,13.2,1.36,28.11,35.08,59.22,31.02,56.93,15.79,7.92,8.14
"August22","Montana",30,2022-08-11,2022-09-11,412,43.79,12.24,33.67,33.42,16.98,8.77,2.59,11.57,19.45,56.61,11.98,68.52,18.78,13.92,5.78
"August22","North Carolina",37,2022-08-11,2022-09-11,671,37.18,11.08,23.64,25.45,11.68,13.61,2.19,27.96,33.82,63.89,35.46,50.78,12.08,6.4,3.81
"August22","North Dakota",38,2022-08-11,2022-09-11,403,41.58,6.13,31.65,28.13,12.6,4.58,3.79,8.89,17.96,49.7,6.37,61.77,26.82,8.1,2.47
