"Wave_time","State","StateFIPS","Start_Date","End_Date","N_state","Go to work","Go to the gym","Go visit a friend","Go to a cafe, bar, or restaurant","Go to a doctor or visit a hospital","Go to church or another place of worship","Take mass transit (e.g. subway, bus or train)","Avoiding contact with other people","Avoiding public or crowded places","Frequently washing hands","Wearing a face mask when outside of your home","Been in a room with someone outside of 
 household in the past 24 hours","Yes, 5-10 people","Yes, 11-50 people","Yes, 50 or more people"
"December","Maryland",24,2020-12-16,2021-01-10,515,33.02,7.54,11.98,11.38,8.9,5.58,4.14,58.71,67.58,76.39,88.32,34.13,4.96,3.05,0.34
"December","Maine",23,2020-12-16,2021-01-10,628,32.7,4.8,13.53,7.3,10.42,2.78,2.2,52.11,59.56,67.01,79.93,45.27,9.32,4.63,2.39
"December","Michigan",26,2020-12-16,2021-01-10,508,30.32,4.63,11.97,9.08,9.52,3.52,1.71,51.96,55.02,64.15,74.52,35.7,9.25,0.67,2.21
"December","Minnesota",27,2020-12-16,2021-01-10,526,27.26,4.26,17.73,8.06,7.56,4.03,2.06,46.04,59.49,66.89,78.15,42.07,8.07,4.17,2.51
"December","Missouri",29,2020-12-16,2021-01-10,495,32.53,3.33,19.8,16.83,10.53,4.76,2.13,47.27,55.65,72.72,73.41,42,9.65,4.85,0.74
"December","Mississippi",28,2020-12-16,2021-01-10,518,30.35,3.03,14.41,16.33,11.23,8.32,0.85,42.89,52.95,76.3,75.99,43.32,11.41,5.68,1.22
"December","Montana",30,2020-12-16,2021-01-10,563,41.45,5.16,17.54,18.31,9.75,6.85,1.46,36.62,47.54,63.16,71.9,47.34,14.03,5.01,2.25
"December","North Carolina",37,2020-12-16,2021-01-10,534,31.58,5.38,15.01,14.93,10.46,6.31,1.94,53.14,58.08,72.71,76.91,34.9,7.24,2.55,1.01
"December","North Dakota",38,2020-12-16,2021-01-10,518,40.58,6.81,15.7,20.11,11.76,5.28,0.6,32.72,44.88,60.66,68.63,53.25,15.38,7.75,3.3
"December","Nebraska",31,2020-12-16,2021-01-10,602,36.68,5.77,17.28,17,8.93,5.85,2.43,41.58,50.41,68.33,74.91,48.2,10.16,4.71,1.15
"December","New Hampshire",33,2020-12-16,2021-01-10,575,31.33,6.9,11.19,9.97,9.37,3.29,1.13,53.95,65.15,70.78,83.54,37.27,6.96,3.28,1.45
"December","New Jersey",34,2020-12-16,2021-01-10,462,30.94,5.84,13.26,9.3,8.61,5.73,5.32,57.89,66.85,70.13,82.91,34.9,7.13,1.43,0.75
"December","New Mexico",35,2020-12-16,2021-01-10,494,32.59,6.35,17.05,5.51,9.08,3.78,1.86,59.34,62.35,76.77,82.71,36.82,5.55,1.19,1.76
"December","Nevada",32,2020-12-16,2021-01-10,498,30.26,8.42,14.34,12.8,9.08,3.4,5.06,54.38,61.88,75.38,84.28,37.02,7.17,4.43,3.03
"December","New York",36,2020-12-16,2021-01-10,540,28.56,6.27,13.26,11.08,11.66,4.26,9.94,57.66,65.61,76.28,87.77,39.48,10.52,2.84,0.86
"December","Ohio",39,2020-12-16,2021-01-10,512,33.87,5.47,18.01,13.57,8.74,5.8,3.28,51.49,57.71,69.71,76.84,41.03,9.88,3.67,1.94
"December","Oklahoma",40,2020-12-16,2021-01-10,519,30.89,4.37,16.66,16.9,7.96,5.17,0.82,46.19,52.31,68.95,70.42,38.63,8.02,2.64,0.96
"December","Oregon",41,2020-12-16,2021-01-10,578,30.19,1.93,16.22,8.58,7.89,4.24,4.91,51.58,60.58,66.66,81.04,40.65,9.18,3.5,0.97
"December","Pennsylvania",42,2020-12-16,2021-01-10,499,30.2,4.71,10.91,8.12,8.14,2.02,3.56,54.54,61.81,71.23,79.17,40.19,9.27,2.87,1.91
"December","Rhode Island",44,2020-12-16,2021-01-10,551,32.42,5.58,12.13,11.06,9.91,3.94,3.29,57.22,65.02,75.33,89.2,37.9,8.7,1.02,1.59
"December","South Carolina",45,2020-12-16,2021-01-10,448,38.28,5.52,19.84,17.44,12.36,8.11,3.27,46.37,55.2,69.19,77.06,45.87,14.56,3.78,2.74
"December","South Dakota",46,2020-12-16,2021-01-10,510,39.55,7.72,20.24,16.75,13.99,9.87,1.17,36.27,44.04,61.55,60.92,51.06,14.05,6.84,4.16
"December","Tennessee",47,2020-12-16,2021-01-10,523,31.81,4.63,16.21,13.48,11.7,6.14,1.95,52.2,63.75,74.04,77.57,34.55,6.96,3.7,1.22
"December","Texas",48,2020-12-16,2021-01-10,565,32.13,6.36,19.04,16.86,13.38,8.41,3.08,51.27,56.15,73.52,79.8,40.3,10.82,3.45,1.64
"December","Utah",49,2020-12-16,2021-01-10,491,35.29,9.53,23.28,16.77,10.44,5.63,4.18,42.19,51.4,68.25,77.87,47.16,10.85,3.1,1.34
"December","Virginia",51,2020-12-16,2021-01-10,465,28.49,5.83,15.71,12.62,8.09,4.21,2.71,56.6,60.56,74.79,80.72,40.79,11.6,2.72,1.81
"December","Vermont",50,2020-12-16,2021-01-10,430,33.97,3.04,10.38,7.66,7.55,2.96,1.8,51.26,62.46,59.02,81.29,42.35,8.3,2.62,0.79
"December","Washington",53,2020-12-16,2021-01-10,556,26.54,1.53,16,5.4,11.1,5.52,4.49,53.47,55.35,67.65,79.37,40.78,8.58,4.42,0.97
"December","Wisconsin",55,2020-12-16,2021-01-10,517,29.37,4.34,15.7,13.78,8.67,6.33,1.14,49.72,54.67,66.79,73.21,46.39,12.14,5.21,1.58
"December","West Virginia",54,2020-12-16,2021-01-10,452,30.84,3.91,15.89,9.83,9.56,3.84,0.84,52.86,59.32,73.8,83.65,35.38,7.22,3.24,0.61
"December","Wyoming",56,2020-12-16,2021-01-10,356,41.28,6.47,16.95,16.37,12.51,7.51,1.75,36.02,42.08,60.01,64.03,54.88,18.41,7.07,2.08
"February","United States",NA,2021-02-05,2021-02-28,23348,35.25,7.18,15.17,15.44,11.44,6.11,3.38,49.83,57.3,71.12,79.94,41.84,9.33,4.23,1.99
"February","Alaska",2,2021-02-05,2021-02-28,314,42.92,6.98,24.01,13.69,14,5.16,2.77,39.3,48.94,63.82,70.47,55.55,12.63,5.57,3.06
"February","Alabama",1,2021-02-05,2021-02-28,398,35.7,4.28,18.58,14.89,12.64,10.79,1.92,49.04,53.97,75.23,83.26,43.71,8.62,4.45,1.62
"February","Arkansas",5,2021-02-05,2021-02-28,520,34.64,6.06,17.16,15.94,9.73,6.44,2,43.67,47.09,66.99,74.67,41.22,8.93,6.13,2.28
"February","Arizona",4,2021-02-05,2021-02-28,420,26.54,4.52,15.34,19.71,10.82,7.33,3.83,43.28,57.24,73.5,76.21,41.35,10.82,4.49,2.49
"February","California",6,2021-02-05,2021-02-28,583,37.12,2.94,13.29,16.04,10.15,3.06,2.87,56.73,64.46,74.88,83.92,34.84,8.39,1.8,1.16
"February","Colorado",8,2021-02-05,2021-02-28,506,37.96,8.97,19.15,16.72,10.29,7.01,3.81,50.05,53.85,70.2,74.56,49.32,11.37,4.96,5.16
"February","Connecticut",9,2021-02-05,2021-02-28,437,36.98,7.02,11.08,15.45,17.11,6.9,5.37,47.01,58.28,74.42,83.43,42.23,6.9,3.33,1.96
"February","District of Columbia",11,2021-02-05,2021-02-28,348,29.62,8.84,14.46,9.15,8.2,2.32,11.3,61.12,65.38,74.46,90.51,42.23,6.54,1.59,1.77
"February","Delaware",10,2021-02-05,2021-02-28,412,29.27,7.08,9.3,13.58,8.77,2.43,2.61,55.56,59.89,72.77,82.76,42.03,7.55,5.12,1.12
"February","Florida",12,2021-02-05,2021-02-28,565,38.12,8.39,17.36,18.33,13.24,6.94,2.92,51.49,59.68,73.21,82.39,42.12,8.7,4.85,1.78
"February","Georgia",13,2021-02-05,2021-02-28,492,37.82,9.65,20.99,20.1,15.52,10.73,3.38,49.83,52.11,70.13,73.39,42.64,11.76,3.67,1.6
"February","Hawaii",15,2021-02-05,2021-02-28,390,38.48,3.56,7.93,10,9.23,4.54,7.65,58.82,64.86,75.53,87.62,37.9,12.31,2.27,1.33
"February","Iowa",19,2021-02-05,2021-02-28,430,32.38,7.9,18.15,17.4,11.66,6.88,2.76,41.23,51.14,67.08,77.15,44.61,9.19,4.84,2.36
"February","Idaho",16,2021-02-05,2021-02-28,495,40.29,10.78,20.25,18.05,9.68,9.31,0.48,38.79,44.38,61.71,63.5,45.9,11.53,6.71,3.72
"February","Illinois",17,2021-02-05,2021-02-28,507,36.44,7.71,16.4,14.4,9.89,6.13,5.35,48.01,57.54,72.86,79.98,41.52,6.05,7.11,1.82
"February","Indiana",18,2021-02-05,2021-02-28,440,36.53,7.42,15.76,19.42,13.11,7.95,2.2,51.32,59.23,73.25,79.61,40.41,10.02,4.68,2.19
"February","Kansas",20,2021-02-05,2021-02-28,435,39.7,9.65,16.03,16.55,13.92,8.45,2.53,39.32,52.12,67.05,77.02,43.12,9.07,4.66,4.01
"February","Kentucky",21,2021-02-05,2021-02-28,434,33.41,7.69,15.29,16.09,13.73,6.32,0.83,50.8,56.93,70.43,75.8,43.71,10.65,4.07,1.49
"February","Louisiana",22,2021-02-05,2021-02-28,410,35.58,5.34,14.58,15.1,14.47,8.88,2.19,51.07,54.38,72.53,78.22,39.29,12.46,4.94,1.78
"February","Massachusetts",25,2021-02-05,2021-02-28,486,28.85,7.02,14.22,15.85,13.22,2.1,5.44,55.69,62.45,71.72,86.95,34.95,7.53,2.19,0.35
"February","Maryland",24,2021-02-05,2021-02-28,455,33.04,8.16,11.28,10.69,10.91,3.14,3.32,63.12,72.27,81.52,90.16,36.45,7.09,2.22,0.49
"February","Maine",23,2021-02-05,2021-02-28,510,29.27,3.7,14.04,11.24,12.46,4.46,1.51,50.09,59.07,65.2,83.86,46.09,10.83,3.56,1.95
"February","Michigan",26,2021-02-05,2021-02-28,503,38.78,4.24,14.91,15.92,9,2.59,1.86,43.76,45.68,68.92,73.66,41.51,9.41,5.68,1.54
"February","Minnesota",27,2021-02-05,2021-02-28,451,33.4,7.52,14.55,18.54,8.44,6.13,1.88,40.96,53,58.11,71.07,42.29,9.97,5.33,2.71
"February","Missouri",29,2021-02-05,2021-02-28,440,36.15,7.74,17.45,14.21,12.06,4.53,0.3,46.96,53.2,69.58,75.9,41.57,8.4,6.49,3.78
"February","Mississippi",28,2021-02-05,2021-02-28,466,36.67,4.97,17.59,15.82,12.81,8.84,1.03,45.18,53.25,73.57,76.98,37.7,10.03,5.42,2.18
"February","Montana",30,2021-02-05,2021-02-28,470,36.87,9.42,23.87,20.91,9.14,4.68,0.73,34.62,46.77,56.62,70.5,51.09,12.32,5.92,2.33
"February","North Carolina",37,2021-02-05,2021-02-28,514,35.44,7.75,15.92,15.68,10.76,8.91,1.83,49.6,58.37,71.84,82.68,40.67,10.53,3.57,1.21
"February","North Dakota",38,2021-02-05,2021-02-28,374,40.94,8.61,23.41,23.65,11.92,4.85,0.77,27.94,37.69,62.16,60.12,59.87,13.2,6.55,4.12
"February","Nebraska",31,2021-02-05,2021-02-28,509,38.93,8.74,16.84,14.91,8.02,7.44,0.95,38.62,50.02,66.19,72.6,48.61,9.8,7.47,2.84
"February","New Hampshire",33,2021-02-05,2021-02-28,401,33.06,5.9,12.2,10.45,10.9,2.35,1.13,44.41,55.95,67.58,79.53,36.24,6.62,4.24,0.73
"February","New Jersey",34,2021-02-05,2021-02-28,469,38.39,10.03,14.64,14.69,14.32,6.84,7.15,52.29,59.52,71.08,82.78,36.75,8.58,3.32,0.87
"February","New Mexico",35,2021-02-05,2021-02-28,350,38.17,6.42,10.89,15.69,14.54,5,0.74,48.3,53.75,70.86,74.79,41.99,8.86,3.5,2.43
"February","Nevada",32,2021-02-05,2021-02-28,423,36.26,7.08,14.86,17.76,9.23,3.47,2.38,53.16,52.36,76.29,84.92,39.74,9.38,2.76,3.92
"February","New York",36,2021-02-05,2021-02-28,629,36.89,9.02,11.73,12.37,14.25,7.98,8.5,51.17,63.87,73.64,83.26,37.68,11.44,1.84,0.47
"February","Ohio",39,2021-02-05,2021-02-28,560,36.3,7.36,16.85,19.98,11.13,5.52,2.78,47.05,53.89,70.12,79.85,43.23,10.41,5.84,2.24
"February","Oklahoma",40,2021-02-05,2021-02-28,456,28.16,2.58,16.93,17.2,13.86,5.87,1.84,43.95,50.76,69.6,67.41,41.97,7.67,6.18,2.28
"February","Oregon",41,2021-02-05,2021-02-28,478,30.12,4.67,18.66,14.15,9.72,6.36,3.76,48.35,54.49,61.93,75.4,43.76,10.01,2.91,2.42
"February","Pennsylvania",42,2021-02-05,2021-02-28,534,31.58,4.68,13.11,15.03,10.31,2.85,4.81,49.54,54.13,70.43,80.29,43.27,10.75,6.48,1.05
"February","Rhode Island",44,2021-02-05,2021-02-28,400,36.9,5.84,15.55,9.27,11.38,4.84,2.78,45.64,54.68,69.06,81.79,45.05,8.16,2.73,1.69
"February","South Carolina",45,2021-02-05,2021-02-28,422,39.11,6.25,12.81,16.55,11.49,10.79,0.9,51.66,57.26,71.96,77.13,42.79,11.83,2.54,2.57
"February","South Dakota",46,2021-02-05,2021-02-28,464,47.86,7.2,17.24,21.97,6.91,9.42,0.24,37.93,41.98,64.41,63.35,55.67,12.9,7.94,3.11
"February","Tennessee",47,2021-02-05,2021-02-28,486,32.11,4.69,17.17,16.3,15.18,6.93,1.14,42.03,47.97,70.08,74.03,42.49,11.25,3.54,1.49
"February","Texas",48,2021-02-05,2021-02-28,604,38.78,8.29,16.17,17.05,12.65,7.59,3.84,49.95,59.93,77.47,80.08,40.66,8.42,3.32,2.98
"February","Utah",49,2021-02-05,2021-02-28,433,41.16,7.96,25.14,17.68,11.53,9.99,6.25,44.28,50.93,68.61,81.66,47.93,11.89,5.48,2.46
"February","Virginia",51,2021-02-05,2021-02-28,466,34.84,6.65,15.71,13.41,10.94,4.75,2.35,48.18,56.14,67.64,79.92,42.79,8.72,5.15,2.59
"February","Vermont",50,2021-02-05,2021-02-28,337,33.12,2.9,11.59,11.23,9.86,0.72,1.42,55.73,60.64,66.36,84.83,43.91,8.75,1.84,0.58
"February","Washington",53,2021-02-05,2021-02-28,490,31.8,6.55,14.22,12.28,11.15,5.07,3.78,54.32,60.06,66.14,79.87,36.01,9.76,2.87,0.91
"February","Wisconsin",55,2021-02-05,2021-02-28,481,39.21,6.41,16.84,17.99,11.47,5.07,2.71,38.29,45.65,61.85,74.23,47.98,10.82,7.36,2.08
"February","West Virginia",54,2021-02-05,2021-02-28,420,30.67,3.44,15.88,11.63,7.81,3.07,1.47,52.72,55.86,72.23,81.22,37.5,7.62,1.62,1.03
"February","Wyoming",56,2021-02-05,2021-02-28,331,42.49,4.17,20,18.39,8.42,4.69,1.11,36.73,41.58,62.34,59.24,49.75,16.52,6.32,2.05
"April","United States",NA,2021-04-01,2021-05-03,23718,37.63,9.43,19.23,20.6,12.24,7.84,3.78,42.59,49.97,68.65,75.25,47.97,11.56,5.19,2.74
"April","Alaska",2,2021-04-01,2021-05-03,225,45.26,11.48,19.74,18.32,9.83,4.18,1.54,36.35,42.49,60.34,68.14,49.05,9.05,9.35,2.46
"April","Alabama",1,2021-04-01,2021-05-03,462,40.07,8.26,18.06,22.99,15.35,14.26,3.74,39.36,46.1,70.4,76.17,52.13,10.64,4.27,3.44
"April","Arkansas",5,2021-04-01,2021-05-03,483,37.17,7.69,21.68,22.21,12.73,8.72,1.83,35.96,42.45,63.05,66.78,49.79,14.23,6.42,2.88
"April","Arizona",4,2021-04-01,2021-05-03,434,42.39,13.55,20.48,23.36,16.08,9.36,4.55,40.04,43.22,65.74,70.89,49.81,13.32,5.78,7.12
"April","California",6,2021-04-01,2021-05-03,808,39.04,8.66,16,16.41,12.15,4.97,3.1,55.17,60.16,74.59,84.17,41.67,12.5,3.75,1.07
"April","Colorado",8,2021-04-01,2021-05-03,480,36.64,8.85,14.43,18.61,9.34,4.23,2.41,41.86,49.82,67.64,78.16,52.55,12.66,4.98,1.31
"April","Connecticut",9,2021-04-01,2021-05-03,424,38.79,10.54,19.83,19.31,13.29,7.6,4.83,40.1,48.92,71.4,81.68,50.67,12.41,6.74,1.44
"April","District of Columbia",11,2021-04-01,2021-05-03,355,30.71,14.96,14.06,15.59,14.42,4.21,10.85,57.49,66.37,78.62,90.21,46.12,10.97,3.33,0.3
"April","Delaware",10,2021-04-01,2021-05-03,354,35.63,8.42,16.49,28.73,9.28,3.05,1.13,42.51,52.74,72.1,80.46,55.39,10.74,4.98,1.27
"April","Florida",12,2021-04-01,2021-05-03,807,35.29,10.72,18.15,20.05,11.58,8.92,1.02,43.05,53.69,70.22,80.33,39.82,9.97,3.99,2.18
"April","Georgia",13,2021-04-01,2021-05-03,528,42.05,8.79,17.41,25.16,16.76,10.06,4.33,50.15,52.23,70.24,73.66,38.96,7.98,4.1,2.56
"April","Hawaii",15,2021-04-01,2021-05-03,405,33.12,5.26,20.08,17.99,13.27,6.79,6.49,41.06,47.33,69.28,86.02,47.69,10.86,5.6,4.4
"April","Iowa",19,2021-04-01,2021-05-03,396,44.4,9.84,22.9,21,10.76,7.11,4.71,34.77,41.42,66,70.25,53.8,13.59,6.91,3.95
"April","Idaho",16,2021-04-01,2021-05-03,395,37.47,6.74,26.17,22.44,11.35,10.16,0.65,31.32,33.21,58.99,55.16,55.28,12.46,8.46,7.83
"April","Illinois",17,2021-04-01,2021-05-03,558,38.98,7.63,17.78,20.85,13.09,6.13,5.6,43.33,52.99,69.33,78.92,43.07,9.87,5.61,2.1
"April","Indiana",18,2021-04-01,2021-05-03,455,38.79,8.9,23.12,25.07,15.17,11.4,4.25,37.08,39.71,63.31,67.6,56.41,13.83,5.73,5.57
"April","Kansas",20,2021-04-01,2021-05-03,407,43.31,7.27,24.67,25.81,11.62,9.86,3.87,34.17,40.13,62.77,68.76,60.26,12.83,10.29,5.89
"April","Kentucky",21,2021-04-01,2021-05-03,394,34.09,6.35,17.82,20.95,13.5,9.84,2.79,38.36,47.78,72.91,77.68,45.82,10.64,6.5,4.58
"April","Louisiana",22,2021-04-01,2021-05-03,385,32.2,6.16,25.72,27.19,11.73,13.21,1.42,42.01,48.33,65.96,68.49,46.99,13.06,5.01,4.83
"April","Massachusetts",25,2021-04-01,2021-05-03,475,36.17,8.06,17.99,18.13,14.84,4.56,7.16,46.38,57.68,68.43,82.73,48,11.16,2.68,3.5
"April","Maryland",24,2021-04-01,2021-05-03,439,33.76,10.59,18.21,15.41,14.94,7.82,3.4,49.1,58.2,72.27,78.1,44.03,10.3,5.93,0.62
"April","Maine",23,2021-04-01,2021-05-03,519,33.4,5.88,17.7,12.52,7.38,3.42,0.28,43.24,54.94,66.62,80.66,48.62,10.54,3.65,2.35
"April","Michigan",26,2021-04-01,2021-05-03,482,35.93,7.67,16.59,20.6,12.91,9.94,3.82,47.54,52.9,68.38,72.41,49.42,9.35,4.84,1.16
"April","Minnesota",27,2021-04-01,2021-05-03,436,36.57,7.9,21.95,20.61,12.38,8.66,2.85,31.34,39.91,57.33,63.95,51.21,11.54,5.89,5.35
"April","Missouri",29,2021-04-01,2021-05-03,457,43.9,7.1,22.56,22.68,8.9,8.64,0.92,36.45,42.07,63.75,64.97,50.11,12.8,6.45,1.97
"April","Mississippi",28,2021-04-01,2021-05-03,464,39.4,5.25,21.41,22.63,15.07,13.08,1.94,40.42,48.42,67.25,64.05,44.6,12.42,6.4,4.15
"April","Montana",30,2021-04-01,2021-05-03,402,40.17,8.03,24.41,20.5,11.4,8.48,2.12,29.7,38.61,62.78,59.93,55.68,13.7,5.88,2.59
"April","North Carolina",37,2021-04-01,2021-05-03,527,33.37,6.64,17.45,22.36,12.29,8.03,2.24,43.8,48.69,68.29,74.36,42.47,12.08,4.49,2.25
"April","North Dakota",38,2021-04-01,2021-05-03,337,50.2,8.29,22.44,28.04,10.79,9.26,2.27,21.72,35.27,59.38,49.03,61.79,20.69,7.37,4.38
"April","Nebraska",31,2021-04-01,2021-05-03,530,43.42,12.97,24.74,23.34,11.86,12.88,3.2,31.57,42.94,59.89,56.67,62.2,15.01,9.87,3.51
"April","New Hampshire",33,2021-04-01,2021-05-03,536,39.6,6.38,15.94,19.09,16.29,4.41,3.19,39.93,49.77,63.33,76.34,43.34,10.6,5.57,2.15
"April","New Jersey",34,2021-04-01,2021-05-03,488,32.25,8.96,14.78,17.6,10.54,7.3,5.8,56.38,61.46,70.65,82.14,39.51,8.57,2.87,2.21
"April","New Mexico",35,2021-04-01,2021-05-03,479,37.7,8.6,18.63,22.52,10.81,10.31,3.57,40.38,51.04,71,78.39,47.38,10.04,4.37,1.75
"April","Nevada",32,2021-04-01,2021-05-03,363,37.49,12.62,15.97,27.11,10.54,4.84,4.91,45.47,44.93,71.83,76.3,43.56,8.52,8.61,1.83
"April","New York",36,2021-04-01,2021-05-03,764,33.28,10.23,16.94,12.91,11.07,5.83,10.63,50.79,52.14,71.86,81.92,43.23,10.21,4.6,1.71
"April","Ohio",39,2021-04-01,2021-05-03,568,36.64,10.85,22.22,19.55,11.16,6.77,3.17,43.87,47.71,67.83,75.05,46.72,10.02,6.71,1.72
"April","Oklahoma",40,2021-04-01,2021-05-03,413,35.41,5.24,25.23,24.65,15.03,8.65,1.39,40.52,47.46,68.53,66.31,49.42,12.99,3.47,4.58
"April","Oregon",41,2021-04-01,2021-05-03,392,40.99,10.28,25.28,20.39,12.54,6.74,5.01,43.93,52.27,65.05,72.44,51.7,12.47,3.24,4.02
"April","Pennsylvania",42,2021-04-01,2021-05-03,618,37.88,9.71,18.03,21.08,10.58,7.98,5.42,39.22,53.47,66.73,76.73,50.02,11.59,7.26,3.43
"April","Rhode Island",44,2021-04-01,2021-05-03,377,29.28,8.67,16.73,20.53,13.5,4.9,1.83,37.94,53.12,63.53,79.54,52.91,16.17,3.78,0.31
"April","South Carolina",45,2021-04-01,2021-05-03,430,38.58,8.56,18.17,25.41,12.75,10.4,3.38,38.68,49.5,64.83,73.36,48.57,11.89,2.08,2.45
"April","South Dakota",46,2021-04-01,2021-05-03,356,46.23,8.53,27.54,26.58,15.55,9.64,1.19,20.65,34.07,59.71,46.01,64.73,13.78,10.5,6.07
"April","Tennessee",47,2021-04-01,2021-05-03,461,33.37,7.92,18.99,26.55,11.43,8.37,2.25,42.31,49.12,74.16,72.63,45.17,11.7,3.53,1.71
"April","Texas",48,2021-04-01,2021-05-03,840,42.15,11.33,20.74,20.32,13.49,9.27,2.88,42.67,50.27,69.87,73.62,46.15,11.41,4.57,2.75
"April","Utah",49,2021-04-01,2021-05-03,419,41.28,11.44,23.73,20.62,12.77,9.8,4.32,33.98,36.27,61.74,70.02,52.22,12.47,6.25,4.06
"April","Virginia",51,2021-04-01,2021-05-03,457,39.21,9.81,21.69,16.58,11.88,5.89,1.85,45.64,51.6,74.42,80.68,38.74,11.5,3.31,1.7
"April","Vermont",50,2021-04-01,2021-05-03,302,37.79,5.58,16.3,16.61,11,4.17,0.89,48.77,56.85,64.21,81.01,38.95,10.27,3.07,0.6
"April","Washington",53,2021-04-01,2021-05-03,443,36.84,7.49,19.51,20.7,14.82,7.72,3.05,47.57,49.76,63.92,75.92,47.68,9.17,5.28,3.9
"April","Wisconsin",55,2021-04-01,2021-05-03,479,39.14,9.33,23.79,26.12,10.98,10.01,1.55,38.75,45.57,65.11,68.99,50.08,11.12,6.16,2.69
"April","West Virginia",54,2021-04-01,2021-05-03,410,31.68,5.75,24,16.4,14.45,10.72,3.34,30.07,44.62,70.31,73.58,56.87,16.05,5.95,2.15
"April","Wyoming",56,2021-04-01,2021-05-03,300,47.71,8.28,29.69,26.38,15.18,8.41,1.71,23.12,32.07,57.58,44.47,58.36,21.33,6.7,4.08
"June","United States",NA,2021-06-09,2021-07-15,22275,38.16,12.2,24.78,25.41,14.05,9.43,5.07,29.98,37.48,64.19,49.27,52.59,13.66,6.6,3.51
"June","Alaska",2,2021-06-09,2021-07-15,239,39.56,7.38,34.77,29.37,16.53,10.26,3.2,21.22,25.78,57.35,30.62,63.87,13.31,8.63,5.23
"June","Alabama",1,2021-06-09,2021-07-15,417,41.76,11.64,28.24,21.83,17.69,16.53,1.57,30.44,37.95,65.46,46.22,54.29,14,6.81,6.74
"June","Arkansas",5,2021-06-09,2021-07-15,399,34.22,8.32,26.49,25.96,18.08,13.54,0.73,29.37,37.65,57.7,42.25,52.38,15.08,5.91,5.77
"June","Arizona",4,2021-06-09,2021-07-15,456,38.63,15.94,23.77,23.85,20.76,7.47,5.31,25.69,36.4,61.93,46.77,52.49,15.88,6.44,2.64
"June","California",6,2021-06-09,2021-07-15,773,39.44,10.9,22.12,23.8,10.98,9.51,4.87,42.27,45.62,68.89,65.87,40.63,9.27,4.09,1.57
"June","Colorado",8,2021-06-09,2021-07-15,464,45.22,14.67,23.95,27.36,11.41,8.25,5.51,26.46,32.73,61.58,40.45,50.26,12.89,6.84,4.86
"June","Connecticut",9,2021-06-09,2021-07-15,428,36.91,13.63,30.97,30.19,17.94,10.12,5.9,31.66,35.97,69.63,53.42,55,12.27,8.74,5.11
"June","District of Columbia",11,2021-06-09,2021-07-15,224,31.52,12.31,22.73,17.94,14.13,9.82,20.9,39.79,56.43,74.52,71.31,58.23,14.37,4.55,0.59
"June","Delaware",10,2021-06-09,2021-07-15,373,37.99,13.41,20.87,19.61,11.96,8.46,4.54,31.57,36.96,64.05,50.58,56.28,14.8,6.09,2.45
"June","Florida",12,2021-06-09,2021-07-15,705,38.23,13.08,25.1,29.28,20.38,8.19,3.75,34.01,41.25,60.98,58.01,51.22,10.6,6.05,4.4
"June","Georgia",13,2021-06-09,2021-07-15,455,37.2,12.95,22.92,24.48,18.39,13.26,5.31,34.38,43.59,68.7,58.55,52.77,15.59,4.25,5.29
"June","Hawaii",15,2021-06-09,2021-07-15,330,42.16,8,17.88,24.06,12.33,6.39,5.63,31.85,40.21,60.97,65.46,46.23,11.99,6.17,3
"June","Iowa",19,2021-06-09,2021-07-15,424,41.6,13.64,28.52,31.09,16.37,10.6,2.07,20.92,26.52,56.02,30.46,56.47,14.84,7.03,1.83
"June","Idaho",16,2021-06-09,2021-07-15,401,40.97,12.64,22.3,32.45,19.8,10.47,2.58,14.49,18.68,57.89,24.96,65.16,20.61,7.61,8.26
"June","Illinois",17,2021-06-09,2021-07-15,546,38.87,14.09,24.01,25.79,12.05,8.99,10.4,28.19,36.48,62.8,49.31,49.45,12.76,7.36,2.35
"June","Indiana",18,2021-06-09,2021-07-15,413,37.09,7.11,24.07,24.23,10.85,10.93,3.84,25.34,29.67,62.2,43.07,52.65,10.21,6.79,4.09
"June","Kansas",20,2021-06-09,2021-07-15,423,39.55,9.4,27.81,28.17,12.65,14.41,2.1,21.8,31.67,61.44,35.04,57.03,17.85,7.26,5.02
"June","Kentucky",21,2021-06-09,2021-07-15,434,33.37,8.24,29.37,28.08,14.18,9.98,1.63,32.23,35.75,67.12,40.77,47.56,11.53,7.66,3.3
"June","Louisiana",22,2021-06-09,2021-07-15,466,40.21,10.53,26.05,26.77,18.95,14.59,1.84,33.12,41.07,68.81,46.45,53.3,14.77,7.71,3.69
"June","Massachusetts",25,2021-06-09,2021-07-15,386,40.18,13.73,28.02,24.66,12.82,5.02,8.82,27.38,34.5,56.95,44,49.68,11.97,4.42,1.48
"June","Maryland",24,2021-06-09,2021-07-15,444,41.92,12.15,18.4,21.68,12.96,10.02,4.74,35.36,43.09,65.88,58.58,47.65,14.33,6.99,3.56
"June","Maine",23,2021-06-09,2021-07-15,431,37.88,6.38,22.08,16.46,11.97,5.39,1.86,26.44,34.28,60.95,34.63,52.67,13.33,7.19,1.45
"June","Michigan",26,2021-06-09,2021-07-15,466,37.33,8.25,21.72,24.6,10.42,8.23,3.82,29.02,37.67,63.26,44.86,50.83,11.42,7.72,2.98
"June","Minnesota",27,2021-06-09,2021-07-15,465,35.63,8.91,26.09,26.37,11.5,9.59,3.72,18.81,26.95,58.47,31.21,55.11,15.62,10.16,5.07
